Source,Target,Weight
Melania Brzozowska,Tadeusz Jedrzejczyk,1
Melania Brzozowska,Yaroslav Sanchak,1
Metcalf H,Navrud S,1
Metcalf H,Nielsen Seested j,1
Metcalf H,Ortiz R,1
Metcalf H,Pellegrini S,1
Metcalf H,Rabl A,1
Metcalf H,Riera R,1
Metcalf H,Scasny M,1
Metcalf H,Stoeckel M-e,1
Metcalf H,Szanto R,1
Metcalf H,Urban J,1
Michal Antoszewski,Przemyslaw Sikora,1
Michal Antoszewski,Robert Jeszke,1
Michal Antoszewski,Ryszard Malarski,1
Michal Antoszewski,Wojciech Rabiega,1
Michal Brzozowski,Michal Kurtyka,1
Michal Brzozowski,Natalia Nehrebecka,1
Michal Brzozowski,Pawel Sliwinski,1
Michal Brzozowski,Sadananda Prusty,1
Michal Brzozowski,Waldemar Koziol,1
Michal Dyczko,Michal Wozniak,1
Michal Gradzewicz,Michal Rubaszek,2
Michal Gradzewicz,Paulina Broniatowska,2
Michal Gradzewicz,Piotr Popowski,3
Michal Gradzewicz,Rafal Slubowski,2
Michal Gradzewicz,Stanislaw Cichocki,2
Michal Gradzewicz,Tomasz Michalek,2
Michal Gradzewicz,Tomasz Piasecki,2
Michal Gradzewicz,Wawrzyniec Suleja,2
Michal Gradzewicz,Wojciech Mroczek,2
Michal Greszta,Michal Ledochowski,1
Michal Greszta,Michal Lesyk,1
Michal Greszta,Piotr Popowski,1
Michal Greszta,Tomasz Kleszcz,1
Michal Greszta,Tomasz Lyziak,1
Michal Korycki,Michal Kruk,1
Michal Kurtyka,Waldemar Koziol,1
Michal Latoszek,Robert Slepaczuk,1
Michal Ledochowski,Michal Lesyk,1
Michal Ledochowski,Piotr Popowski,1
Michal Ledochowski,Tomasz Kleszcz,1
Michal Ledochowski,Tomasz Lyziak,1
Michal Lesyk,Piotr Popowski,1
Michal Lesyk,Tomasz Kleszcz,1
Michal Lesyk,Tomasz Lyziak,1
Michal Myck,Monika Oczkowska,1
Michal Myck,Roman Topor-madry,1
Michal Myck,Wojciech Paczynski,1
Michal Rubaszek,Paulina Broniatowska,2
Michal Rubaszek,Piotr Popowski,2
Michal Rubaszek,Rafal Slubowski,2
Michal Rubaszek,Stanislaw Cichocki,2
Michal Rubaszek,Tomasz Michalek,2
Michal Rubaszek,Tomasz Piasecki,2
Michal Rubaszek,Wawrzyniec Suleja,2
Michal Rubaszek,Wojciech Mroczek,2
Michal Sitek,Roman Dolata,1
Michal Wozniak,Michal Wrzesinski,1
Michal Zarzycki,Thomas H cochran,1
Michalek J,Mycielski J,1
Michalek Jj,Mycielski Jerzy,1
Michalek Jj,Sledziewka-kolodziejska K,1
Michalek Jj,Wilkin J,1
Michalek Tomasz,Mroczek Wojciech,1
Michalek Tomasz,Muck Jakub,1
Michalek Tomasz,Niechcial Marek,1
Michalek Tomasz,Piasecki Tomasz,1
Michalek Tomasz,Popowski Piotr,1
Michalek Tomasz,Puchalska Katarzyna,1
Michalek Tomasz,Rola-janicka Magdalena,1
Michalek Tomasz,Rubaszek Michal,1
Michalek Tomasz,Slubowski Rafal,1
Michalek Tomasz,Stazka-gawrysiak Agnieszka,1
Michalek Tomasz,Suleja Wawrzyniec,1
Michalek Tomasz,Tchorek Grzegorz,1
Michalek Tomasz,Tomkiewicz Marcin,1
Michalek Tomasz,Wierus Kamil,1
Michela Faccioli,Mikolaj Czajkowski,1
Michele Casini,Mikolaj Czajkowski,1
Michele Casini,Monika Winder,1
Michele Casini,Piotr Margonski,1
Michele Casini,Sara Kurland,1
Michele Casini,Seifeddine Jomaa,1
Michele Casini,Thorsten Bh reusch,1
Michele Casini,Veijo Jormalainen,1
Miernik Ireneusz,Sobolewski Maciej,1
Mikkel Barslund,Pawel Kaczmarczyk,1
Mikkel Barslund,Timo Baas,1
Miko_aj Czajkowski,Richard T carson,1
Mikolaj Czajkowski,Mohammed H alemu,1
Mikolaj Czajkowski,Monika Winder,1
Mikolaj Czajkowski,Nick Hanley,9
Mikolaj Czajkowski,Per Angelstam,1
Mikolaj Czajkowski,Petr Mariel,1
Mikolaj Czajkowski,Piotr Margonski,1
Mikolaj Czajkowski,Richard T carson,1
Mikolaj Czajkowski,Sara Kurland,1
Mikolaj Czajkowski,Seifeddine Jomaa,1
Mikolaj Czajkowski,Soren Boye olsen,1
Mikolaj Czajkowski,Stale Navrud,1
Mikolaj Czajkowski,Tadeusz Kadziela,1
Mikolaj Czajkowski,Tea Nommann,1
Mikolaj Czajkowski,Thijs Dekker,1
Mikolaj Czajkowski,Thorsten Bh reusch,1
Mikolaj Czajkowski,Tomasz Zylicz,1
Mikolaj Czajkowski,Tore Soderqvist,1
Mikolaj Czajkowski,Ulf Liebe,1
Mikolaj Czajkowski,Veijo Jormalainen,1
Mikolaj Czajkowski,Vivi Fleming-lehtinen,1
Mikolaj Czajkowski,Wiktor Budzinski,2
Mikolaj Czajkowski,William H greene,1
Mikolaj Czajkowski,Yulia Khaleeva,1
Milan Scasny,Olga Kiuila,1
Ming-hua Zhang,Richard T cederwall,1
Ming-hua Zhang,Shao Cheng xie,1
Ming-hua Zhang,Steven K krueger,1
Ming-hua Zhang,Wei-kuo Tao,1
Ming-hua Zhang,Wojciech W grabowski,1
Ming-hua Zhang,Yio John j,1
Mingxing Li,Rana Umair ashraf,1
Mingxing Li,Syed Anees haider zaidi,1
Mitchell W moncrieff,William D hall,1
Mitchell W moncrieff,Wojciech W grabowski,2
Mitchell W moncrieff,Xiaoqing Wu,2
Mlochowska Magdalena,Siwinska-gorzelak Joanna,1
Mohammad Saeed pourjafar,Tomasz Kopczewski,1
Mohammed H alemu,Tea Nommann,1
Mohammed H alemu,Tore Soderqvist,1
Mohammed H alemu,Vivi Fleming-lehtinen,1
Mohammed H alemu,Yulia Khaleeva,1
Moncrieff Mw,Wojciech W grabowski,1
Monika Oczkowska,Roman Topor-madry,1
Monika Oczkowska,Wojciech Paczynski,1
Monika Puzianowska-kuznicka,Tadeusz Jedrzejczyk,1
Monika Puzianowska-kuznicka,Yaroslav Sanchak,1
Monika Szulecka,Pawel Kaczmarczyk,1
Monika Szulecka,Urszula Siedlecka,1
Monika Winder,Piotr Margonski,1
Monika Winder,Sara Kurland,1
Monika Winder,Seifeddine Jomaa,1
Monika Winder,Thorsten Bh reusch,1
Monika Winder,Veijo Jormalainen,1
Mroczek Wojciech,Muck Jakub,1
Mroczek Wojciech,Niechcial Marek,1
Mroczek Wojciech,Piasecki Tomasz,1
Mroczek Wojciech,Popowski Piotr,1
Mroczek Wojciech,Puchalska Katarzyna,1
Mroczek Wojciech,Rola-janicka Magdalena,1
Mroczek Wojciech,Rubaszek Michal,1
Mroczek Wojciech,Slubowski Rafal,1
Mroczek Wojciech,Stazka-gawrysiak Agnieszka,1
Mroczek Wojciech,Suleja Wawrzyniec,1
Mroczek Wojciech,Tchorek Grzegorz,1
Mroczek Wojciech,Tomkiewicz Marcin,1
Mroczek Wojciech,Wierus Kamil,1
Muck Jakub,Niechcial Marek,1
Muck Jakub,Piasecki Tomasz,1
Muck Jakub,Popowski Piotr,1
Muck Jakub,Puchalska Katarzyna,1
Muck Jakub,Rola-janicka Magdalena,1
Muck Jakub,Rubaszek Michal,1
Muck Jakub,Slubowski Rafal,1
Muck Jakub,Stazka-gawrysiak Agnieszka,1
Muck Jakub,Suleja Wawrzyniec,1
Muck Jakub,Tchorek Grzegorz,1
Muck Jakub,Tomkiewicz Marcin,1
Muck Jakub,Wierus Kamil,1
Muhammad Ahtisham ul haq,Rana Umair ashraf,1
Muhammad Ahtisham ul haq,Xianhua Fan,1
Muhammad Fahad anwar,Qamar Uz zaman,1
Muhammad Fahad anwar,Rana Umair ashraf,1
Muhammad Fahad anwar,Syed Iftikhar ul hassan,1
Muhammad Ilyas,Muhammad Saeed ashraf,2
Muhammad Ilyas,Rana Umair ashraf,2
Muhammad Ilyas,Syed Ali ashiq kirmani,2
Muhammad Ilyas,Syed Anees haider zaidi,2
Muhammad Junaid,Muhammad Saeed ashraf,1
Muhammad Junaid,Naeem Akhtar,1
Muhammad Junaid,Rana Umair ashraf,1
Muhammad Junaid,Syed Ali ashiq kirmani,1
Muhammad Saeed ashraf,Muhammad Usman,1
Muhammad Saeed ashraf,Naeem Akhtar,1
Muhammad Saeed ashraf,Rana Umair ashraf,5
Muhammad Saeed ashraf,Syed Ali ashiq kirmani,3
Muhammad Saeed ashraf,Syed Anees haider zaidi,2
Muhammad Saeed ashraf,Wasim Ahmad,1
Muhammad Saeed ashraf,Woo Gon kim,1
Muhammad Sohail,Rana Umair ashraf,1
Muhammad Sohail,Samar Zaineldeen,1
Muhammad Sohail,Shunrong Jiang,1
Muhammad Usman,Muhammad Wasif zafar,1
Muhammad Usman,Rana Umair ashraf,3
Muhammad Usman,Shufang Xiao,1
Muhammad Usman,Zhiqiang Ma,1
Muhammad Wasif zafar,Rana Umair ashraf,1
Muhammad Wasif zafar,Zhiqiang Ma,1
Myck M,Nicinska A,3
Myck M,Topor-madry R,3
Myck M,Wisniewski M,2
Myck M,Wisniewski R,1
Naeem Akhtar,Rana Umair ashraf,1
Naeem Akhtar,Syed Ali ashiq kirmani,1
Nasuno T,Petch J,1
Nasuno T,Tao W-k,1
Nasuno T,Wong R,1
Nasuno T,Wu X,1
Nasuno T,Xu K-m,1
Natalia Nehrebecka,Pawel Sakowski,1
Natalia Nehrebecka,Pawel Strawinski,1
Natalia Nehrebecka,Robert Slepaczuk,1
Natalia Nehrebecka,Ryszard Kokoszczynski,1
Navrud S,Nielsen Seested j,1
Navrud S,Ortiz R,1
Navrud S,Pellegrini S,1
Navrud S,Rabl A,1
Navrud S,Riera R,1
Navrud S,Scasny M,1
Navrud S,Stoeckel M-e,1
Navrud S,Szanto R,1
Navrud S,Urban J,1
Nguyen Vo,Robert Slepaczuk,1
Nicinska A,Topor-madry R,3
Nicinska A,Wisniewski M,2
Nicinska A,Wisniewski R,1
Nick Hanley,Stale Navrud,1
Nick Hanley,Tadeusz Kadziela,1
Nick Hanley,Wiktor Budzinski,1
Niechcial Marek,Piasecki Tomasz,1
Niechcial Marek,Popowski Piotr,1
Niechcial Marek,Puchalska Katarzyna,1
Niechcial Marek,Rola-janicka Magdalena,1
Niechcial Marek,Rubaszek Michal,1
Niechcial Marek,Slubowski Rafal,1
Niechcial Marek,Stazka-gawrysiak Agnieszka,1
Niechcial Marek,Suleja Wawrzyniec,1
Niechcial Marek,Tchorek Grzegorz,1
Niechcial Marek,Tomkiewicz Marcin,1
Niechcial Marek,Wierus Kamil,1
Nielsen Seested j,Ortiz R,1
Nielsen Seested j,Pellegrini S,1
Nielsen Seested j,Rabl A,1
Nielsen Seested j,Riera R,1
Nielsen Seested j,Scasny M,1
Nielsen Seested j,Stoeckel M-e,1
Nielsen Seested j,Szanto R,1
Nielsen Seested j,Urban J,1
Nowakowski Z,Zlotnicki A,1
Oded Stark,Wilhelm Kohler,1
Oleh Bilyk,Pawel Sakowski,1
Oleh Bilyk,Robert Slepaczuk,1
Olga Kiuila,Peter Mieszkowski,1
Olga Kiuila,Thomas F rutherford,5
Olga Kiuila,Thomas Rutherford,1
Olga Kiuila,Tomasz Zylicz,1
Olivier P prat,Shin-ichiro Shima,1
Olivier P prat,Wojciech W grabowski,1
Olympia Bover,Panagiota Tzamourani,2
Olympia Bover,Philip Du caju,2
Olympia Bover,Sonia Costa,2
Olympia Bover,Tibor Zavadil,2
Olympia Bover,Yvonne Mccarthy,2
Orlando Ayala,Wojciech W grabowski,1
Ortiz R,Pellegrini S,1
Ortiz R,Rabl A,1
Ortiz R,Riera R,1
Ortiz R,Scasny M,1
Ortiz R,Stoeckel M-e,1
Ortiz R,Szanto R,1
Ortiz R,Urban J,1
Panagiota Tzamourani,Philip Du caju,2
Panagiota Tzamourani,Sonia Costa,2
Panagiota Tzamourani,Tibor Zavadil,2
Panagiota Tzamourani,Yvonne Mccarthy,2
Patrycja Beniak,Piotr Zuk,2
Patrycja Beniak,Witold Grostal,2
Paul Robin krugman,Pawel Gieraltowski,2
Paul Robin krugman,Wlodzimierz Siwinski,2
Paulina Broniatowska,Piotr Popowski,2
Paulina Broniatowska,Rafal Slubowski,2
Paulina Broniatowska,Stanislaw Cichocki,2
Paulina Broniatowska,Tomasz Michalek,2
Paulina Broniatowska,Tomasz Piasecki,2
Paulina Broniatowska,Wawrzyniec Suleja,2
Paulina Broniatowska,Wojciech Mroczek,2
Pawel Gieraltowski,Wlodzimierz Siwinski,2
Pawel Kaczmarczyk,Renata Stefanska,1
Pawel Kaczmarczyk,Timo Baas,1
Pawel Kaczmarczyk,Urszula Siedlecka,1
Pawel Kazimierski,Piotr Lampart,1
Pawel Kazimierski,Tomasz Suchocki,1
Pawel Kowal,Robert Borowski,1
Pawel Kowal,Tomasz Kopczewski,1
Pawel Sakowski,Pawel Strawinski,1
Pawel Sakowski,Piotr Wojcik,3
Pawel Sakowski,Przemyslaw Rys,3
Pawel Sakowski,Rafal Sieradzki,1
Pawel Sakowski,Robert Slepaczuk,26
Pawel Sakowski,Ryszard Kokoszczynski,9
Pawel Strawinski,Robert Slepaczuk,2
Pawel Strawinski,Ryszard Kokoszczynski,1
Peep Palumaa,Simone Ciofi-baffoni,1
Pellegrini S,Rabl A,1
Pellegrini S,Riera R,1
Pellegrini S,Scasny M,1
Pellegrini S,Stoeckel M-e,1
Pellegrini S,Szanto R,1
Pellegrini S,Urban J,1
Per Angelstam,Tomasz Zylicz,1
Petch J,Tao W-k,1
Petch J,Wong R,1
Petch J,Wu X,1
Petch J,Xu K-m,1
Petch Jc,Piriou J-m,1
Petch Jc,Redelsperger J-l,1
Petch Jc,Tailleux R,1
Petch Jc,Tomasini M,1
Peter Bartello,Reeks Mw,1
Peter Bartello,Szymon P malinowski,1
Peter Bartello,Vassilicos Jc,1
Peter Bartello,Wang L-p,1
Peter Bartello,Warhaft Z,1
Peter Bartello,Wojciech W grabowski,1
Petr Mariel,Soren Boye olsen,1
Petr Mariel,Thijs Dekker,1
Petr Mariel,Ulf Liebe,1
Philip Du caju,Sonia Costa,2
Philip Du caju,Tibor Zavadil,2
Philip Du caju,Yvonne Mccarthy,2
Piasecki Tomasz,Popowski Piotr,1
Piasecki Tomasz,Puchalska Katarzyna,1
Piasecki Tomasz,Rola-janicka Magdalena,1
Piasecki Tomasz,Rubaszek Michal,1
Piasecki Tomasz,Slubowski Rafal,1
Piasecki Tomasz,Stazka-gawrysiak Agnieszka,1
Piasecki Tomasz,Suleja Wawrzyniec,1
Piasecki Tomasz,Tchorek Grzegorz,1
Piasecki Tomasz,Tomkiewicz Marcin,1
Piasecki Tomasz,Wierus Kamil,1
Pierluigi Pretegiani,Remo Guerrini,1
Pintus P,Turgut B,2
Piotr Bieniek,Stanislaw Cichocki,1
Piotr Boguszewski,Tadeusz Smuga,1
Piotr Boguszewski,Wanda Karpinska-mizielinska,1
Piotr Gut,Remigiusz Napiecek,1
Piotr Gut,Wojciech Fliegner,1
Piotr K smolarkiewicz,Wojciech W grabowski,2
Piotr Lampart,Tomasz Suchocki,1
Piotr Margonski,Sara Kurland,1
Piotr Margonski,Seifeddine Jomaa,1
Piotr Margonski,Thorsten Bh reusch,1
Piotr Margonski,Veijo Jormalainen,1
Piotr Popowski,Rafal Slubowski,2
Piotr Popowski,Stanislaw Cichocki,2
Piotr Popowski,Tomasz Kleszcz,1
Piotr Popowski,Tomasz Lyziak,1
Piotr Popowski,Tomasz Michalek,2
Piotr Popowski,Tomasz Piasecki,2
Piotr Popowski,Wawrzyniec Suleja,2
Piotr Popowski,Wojciech Mroczek,2
Piotr Wojcik,Robert Slepaczuk,3
Piotr Wojcik,Ryszard Kokoszczynski,3
Piotr Wojcik,Tomasz Kopczewski,2
Piotr Wojewnik,Przemyslaw Biecek,1
Piotr Zoch,Steve Bond,1
Piotr Zoch,Yu-ting Chiang,1
Piotr Zuk,Witold Grostal,4
Piriou J-m,Redelsperger J-l,1
Piriou J-m,Tailleux R,1
Piriou J-m,Tomasini M,1
Popowski Piotr,Puchalska Katarzyna,1
Popowski Piotr,Rola-janicka Magdalena,1
Popowski Piotr,Rubaszek Michal,1
Popowski Piotr,Slubowski Rafal,1
Popowski Piotr,Stazka-gawrysiak Agnieszka,1
Popowski Piotr,Suleja Wawrzyniec,1
Popowski Piotr,Tchorek Grzegorz,1
Popowski Piotr,Tomkiewicz Marcin,1
Popowski Piotr,Wierus Kamil,1
Przemyslaw Banasik,Sylwia Morawska,1
Przemyslaw Kusztelak,Tomasz Kopczewski,1
Przemyslaw Rys,Robert Slepaczuk,4
Przemyslaw Sikora,Robert Jeszke,1
Przemyslaw Sikora,Ryszard Malarski,1
Przemyslaw Sikora,Wojciech Rabiega,1
Puchalska Katarzyna,Rola-janicka Magdalena,1
Puchalska Katarzyna,Rubaszek Michal,1
Puchalska Katarzyna,Slubowski Rafal,1
Puchalska Katarzyna,Stazka-gawrysiak Agnieszka,1
Puchalska Katarzyna,Suleja Wawrzyniec,1
Puchalska Katarzyna,Tchorek Grzegorz,1
Puchalska Katarzyna,Tomkiewicz Marcin,1
Puchalska Katarzyna,Wierus Kamil,1
Qamar Uz zaman,Rana Umair ashraf,1
Qamar Uz zaman,Syed Iftikhar ul hassan,1
Qamar Uz zaman malik,Rab Nawaz lodhi,1
Qamar Uz zaman malik,Rana Umair ashraf,1
Qamar Uz zaman malik,Rashid Saeed,1
Qamar Uz zaman malik,Syed Anees haider zaidi,1
Qamar Uz zaman malik,Usama Awan,1
Qamar Uz zaman malik,Wasim Ahmad,1
Quynh Bui,Robert Slepaczuk,1
R.,Sakowski P.,2
R.,Wójcik,2
R.,Ślepaczuk,2
Rab Nawaz lodhi,Rana Umair ashraf,1
Rab Nawaz lodhi,Rashid Saeed,1
Rab Nawaz lodhi,Syed Anees haider zaidi,1
Rab Nawaz lodhi,Usama Awan,1
Rab Nawaz lodhi,Wasim Ahmad,1
Rabl A,Riera R,1
Rabl A,Scasny M,1
Rabl A,Stoeckel M-e,1
Rabl A,Szanto R,1
Rabl A,Urban J,1
Rafael Cezar,Roland Beck,1
Rafael Cezar,Valerio Nispi landi,1
Rafal Sieradzki,Robert Slepaczuk,1
Rafal Slubowski,Stanislaw Cichocki,2
Rafal Slubowski,Tomasz Michalek,2
Rafal Slubowski,Tomasz Piasecki,2
Rafal Slubowski,Wawrzyniec Suleja,2
Rafal Slubowski,Wojciech Mroczek,2
Raja Irfan sabir,Rana Umair ashraf,1
Raja Irfan sabir,Wasim Ahmad,1
Rana Umair ashraf,Rashid Saeed,2
Rana Umair ashraf,Samar Zaineldeen,1
Rana Umair ashraf,Shahid Mohammad khan ghauri,1
Rana Umair ashraf,Shufang Xiao,1
Rana Umair ashraf,Shunrong Jiang,1
Rana Umair ashraf,Stefan Cristian gherghina,1
Rana Umair ashraf,Syed Ali ashiq kirmani,3
Rana Umair ashraf,Syed Anees haider zaidi,7
Rana Umair ashraf,Syed Iftikhar ul hassan,1
Rana Umair ashraf,Usama Awan,1
Rana Umair ashraf,Wasim Ahmad,4
Rana Umair ashraf,Woo Gon kim,1
Rana Umair ashraf,Xianhua Fan,1
Rana Umair ashraf,Zhiqiang Ma,1
Rashid Saeed,Syed Anees haider zaidi,1
Rashid Saeed,Usama Awan,1
Rashid Saeed,Wasim Ahmad,1
Rebecca Pogni,Remo Guerrini,1
Redelsperger J-l,Tailleux R,1
Redelsperger J-l,Tomasini M,1
Reeks Mw,Szymon P malinowski,1
Reeks Mw,Vassilicos Jc,1
Reeks Mw,Wang L-p,1
Reeks Mw,Warhaft Z,1
Reeks Mw,Wojciech W grabowski,1
Regulski A,Rosik P,1
Regulski A,Szczygielski K,1
Regulski A,Szpor A,1
Regulski A,Zub M,1
Remigiusz Napiecek,Wojciech Fliegner,1
Renata Gabryelczyk,Stefan Cylwik,1
Richard T cederwall,Shao Cheng xie,1
Richard T cederwall,Steven K krueger,1
Richard T cederwall,Wei-kuo Tao,1
Richard T cederwall,Wojciech W grabowski,1
Richard T cederwall,Yio John j,1
Riera R,Scasny M,1
Riera R,Stoeckel M-e,1
Riera R,Szanto R,1
Riera R,Urban J,1
Robert Borowski,Tomasz Kopczewski,2
Robert Cooter,Thomas Ulen,1
Robert Jeszke,Ryszard Malarski,1
Robert Jeszke,Wojciech Rabiega,1
Robert Slepaczuk,Ryszard Kokoszczynski,7
Rokicki B,Ryba J,1
Rokicki B,Wtorek J,1
Rola-janicka Magdalena,Rubaszek Michal,1
Rola-janicka Magdalena,Slubowski Rafal,1
Rola-janicka Magdalena,Stazka-gawrysiak Agnieszka,1
Rola-janicka Magdalena,Suleja Wawrzyniec,1
Rola-janicka Magdalena,Tchorek Grzegorz,1
Rola-janicka Magdalena,Tomkiewicz Marcin,1
Rola-janicka Magdalena,Wierus Kamil,1
Roland Beck,Valerio Nispi landi,1
Roman Topor-madry,Wojciech Paczynski,1
Rosik P,Szczygielski K,1
Rosik P,Szpor A,1
Rosik P,Zub M,1
Rubaszek Michal,Slubowski Rafal,1
Rubaszek Michal,Stazka-gawrysiak Agnieszka,1
Rubaszek Michal,Suleja Wawrzyniec,1
Rubaszek Michal,Tchorek Grzegorz,1
Rubaszek Michal,Tomkiewicz Marcin,1
Rubaszek Michal,Wierus Kamil,1
Ryba J,Wtorek J,1
Ryszard Kokoszczynski,Stanislaw Cichocki,1
Ryszard Malarski,Wojciech Rabiega,1
Saczuk K,Strzelecki P,2
Saczuk K,Tyrowicz J,2
Saczuk K,Wyszynski R,2
Saeed R,Zaidi Sah,1
Sakowski P.,Wójcik,1
Sakowski P.,Ślepaczuk,1
Samar Zaineldeen,Shunrong Jiang,1
Sara Kurland,Seifeddine Jomaa,1
Sara Kurland,Thorsten Bh reusch,1
Sara Kurland,Veijo Jormalainen,1
Satia Rozynek,Shahriar Akhavan,2
Scasny M,Stoeckel M-e,1
Scasny M,Szanto R,1
Scasny M,Urban J,1
Sebastien Bourdin,Sergio Destefanis,1
Seifeddine Jomaa,Thorsten Bh reusch,1
Seifeddine Jomaa,Veijo Jormalainen,1
Shahid Mohammad khan ghauri,Syed Anees haider zaidi,1
Shao Cheng xie,Steven K krueger,1
Shao Cheng xie,Wei-kuo Tao,1
Shao Cheng xie,Wojciech W grabowski,1
Shao Cheng xie,Yio John j,1
Shin-ichiro Shima,Wojciech W grabowski,1
Sierminska E,Tzamourani P,1
Sierminska E,Villanueva E,1
Sierminska E,Zavadil T,1
Sinan Tandogan,Teoman Pamukcu,1
Sinan Tandogan,Wojciech Grabowski,1
Slepaczuk R,Zakrzewski G,1
Slubowski Rafal,Stazka-gawrysiak Agnieszka,1
Slubowski Rafal,Suleja Wawrzyniec,1
Slubowski Rafal,Tchorek Grzegorz,1
Slubowski Rafal,Tomkiewicz Marcin,1
Slubowski Rafal,Wierus Kamil,1
Sonia Costa,Tibor Zavadil,2
Sonia Costa,Yvonne Mccarthy,2
Soren Boye olsen,Thijs Dekker,1
Soren Boye olsen,Ulf Liebe,1
Stanislaw Cichocki,Tomasz Michalek,2
Stanislaw Cichocki,Tomasz Piasecki,2
Stanislaw Cichocki,Velde Der van lucas,1
Stanislaw Cichocki,Wawrzyniec Suleja,2
Stanislaw Cichocki,Wojciech Mroczek,2
Stazka-gawrysiak Agnieszka,Suleja Wawrzyniec,1
Stazka-gawrysiak Agnieszka,Tchorek Grzegorz,1
Stazka-gawrysiak Agnieszka,Tomkiewicz Marcin,1
Stazka-gawrysiak Agnieszka,Wierus Kamil,1
Steven K krueger,Wei-kuo Tao,1
Steven K krueger,Wojciech W grabowski,1
Steven K krueger,Yio John j,1
Stoeckel M-e,Szanto R,1
Stoeckel M-e,Urban J,1
Strzelecki P,Tyrowicz J,3
Strzelecki P,Wyszynski R,4
Suleja Wawrzyniec,Tchorek Grzegorz,1
Suleja Wawrzyniec,Tomkiewicz Marcin,1
Suleja Wawrzyniec,Wierus Kamil,1
Syed Ali ashiq kirmani,Syed Anees haider zaidi,2
Syed Anees haider zaidi,Usama Awan,1
Syed Anees haider zaidi,Wasim Ahmad,1
Szanto R,Urban J,1
Szczygielski K,Szpor A,1
Szczygielski K,Zub M,1
Szpor A,Zub M,1
Szymon P malinowski,Vassilicos Jc,1
Szymon P malinowski,Wang L-p,1
Szymon P malinowski,Warhaft Z,1
Szymon P malinowski,Wojciech W grabowski,1
Tadeusz Smuga,Wanda Karpinska-mizielinska,1
Tailleux R,Tomasini M,1
Tao W-k,Wong R,1
Tao W-k,Wu X,1
Tao W-k,Xu K-m,1
Tchorek Grzegorz,Tomkiewicz Marcin,1
Tchorek Grzegorz,Wierus Kamil,1
Tea Nommann,Tore Soderqvist,1
Tea Nommann,Vivi Fleming-lehtinen,1
Tea Nommann,Yulia Khaleeva,1
Teoman Pamukcu,Wojciech Grabowski,1
Terry L clark,Wojciech W grabowski,1
Thijs Dekker,Ulf Liebe,1
Thorsten Bh reusch,Veijo Jormalainen,1
Tibor Zavadil,Yvonne Mccarthy,2
Tomasz Bialecki,Tomasz Suchocki,1
Tomasz Kleszcz,Tomasz Lyziak,1
Tomasz Kopczewski,Wojciech Rogowski,2
Tomasz Michalek,Tomasz Piasecki,2
Tomasz Michalek,Wawrzyniec Suleja,2
Tomasz Michalek,Wojciech Mroczek,2
Tomasz Piasecki,Wawrzyniec Suleja,2
Tomasz Piasecki,Wojciech Mroczek,2
Tomkiewicz Marcin,Wierus Kamil,1
Topor-madry R,Wisniewski M,2
Topor-madry R,Wisniewski R,1
Tore Soderqvist,Vivi Fleming-lehtinen,1
Tore Soderqvist,Yulia Khaleeva,1
Tyrowicz J,Wyszynski R,3
Tzamourani P,Villanueva E,1
Tzamourani P,Zavadil T,1
Usama Awan,Wasim Ahmad,1
Vassilicos Jc,Wang L-p,1
Vassilicos Jc,Warhaft Z,1
Vassilicos Jc,Wojciech W grabowski,1
Vedat Sinan szczygielski,Wojciech & pamukcu,1
Villanueva E,Zavadil T,1
Vivi Fleming-lehtinen,Yulia Khaleeva,1
Wang L-p,Warhaft Z,1
Wang L-p,Wojciech W grabowski,1
Warhaft Z,Wojciech W grabowski,1
Wasim Ahmad,Woo Gon kim,1
Wawrzyniec Suleja,Wojciech Mroczek,2
Wei-kuo Tao,Wojciech W grabowski,1
Wei-kuo Tao,Yio John j,1
William D hall,Wojciech W grabowski,1
William D hall,Xiaoqing Wu,1
Witkowska E,Witkowski B,1
Wojciech W grabowski,Xiaoqing Wu,2
Wojciech W grabowski,Yio John j,1
Wong R,Wu X,1
Wong R,Xu K-m,1
Wu X,Xu K-m,1
Wójcik,Ślepaczuk,1
Zaczynska E,Zawislak M,1
